word,phonetic,meaning,part_of_speech,level
screening,/ˈskrinɪŋ/,筛查；放映,n.,B2
seeker,/ˈsikər/,寻找者；探索者,n.,B2
seminar,/ˈsɛməˌnɑr/,研讨会,n.,B2
settler,/ˈsɛtlər/,定居者,n.,B2
severely,/səˈvɪrli/,严重地；严厉地,adv.,B2
sexy,/ˈsɛksi/,性感的,adj.,B2
shaped,/ʃeɪpt/,成形的；塑造的,adj.,B2
shocking,/ˈʃɑkɪŋ/,令人震惊的,adj.,B2
shore,/ʃɔr/,海岸；岸,n.,B2
shortage,/ˈʃɔrtɪdʒ/,短缺,n.,B2
shortly,/ˈʃɔrtli/,不久；简短地,adv.,B2
short-term,/ˌʃɔrt ˈtɝm/,短期的,adj.,B2
sibling,/ˈsɪblɪŋ/,兄弟姐妹,n.,B2
sidewalk,/ˈsaɪdˌwɔk/,人行道,n.,B2
signature,/ˈsɪɡnətʃər/,签名；标志,n.,B2
skilled,/skɪld/,熟练的,adj.,B2
skull,/skʌl/,头骨,n.,B2
slogan,/ˈsloʊɡən/,口号,n.,B2
so-called,/ˌsoʊ ˈkɔld/,所谓的,adj.,B2
somehow,/ˈsʌmˌhaʊ/,以某种方式；不知怎么地,adv.,B2
sometime,/ˈsʌmˌtaɪm/,某个时候,adv.,B2
sophisticated,/səˈfɪstəˌkeɪtɪd/,复杂的；老练的,adj.,B2
specialize,/ˈspɛʃəˌlaɪz/,专门研究；专攻,v.,B2
specify,/ˈspɛsəˌfaɪ/,明确说明；指定,v.,B2
spectacular,/spɛkˈtækjələr/,壮观的；惊人的,adj.,B2
spectator,/ˈspɛkˌteɪtər/,观众,n.,B2
speculate,/ˈspɛkjəˌleɪt/,推测；投机,v.,B2
speculation,/ˌspɛkjəˈleɪʃən/,推测；投机,n.,B2
spice,/spaɪs/,香料；调味品,n.,B2
spill,/spɪl/,洒出；溢出,v.,B2
spite,/spaɪt/,恶意；尽管,n.,B2
spoil,/spɔɪl/,破坏；宠坏,v.,B2
spokesman,/ˈspoʊksmən/,发言人,n.,B2
spokesperson,/ˈspoʊkˌspɝsən/,发言人,n.,B2
spokeswoman,/ˈspoʊksˌwʊmən/,女发言人,n.,B2
sponsorship,/ˈspɑnsərˌʃɪp/,赞助；赞助费,n.,B2
stall,/stɔl/,摊位；停顿；使停止,n.,B2
stance,/stæns/,立场；姿态,n.,B2
starve,/stɑrv/,挨饿；使挨饿,v.,B2
steadily,/ˈstɛdəli/,稳定地；持续地,adv.,B2
steam,/stim/,蒸汽；蒸,n.,B2
stimulate,/ˈstɪmjəˌleɪt/,刺激；促进,v.,B2
strengthen,/ˈstrɛŋθən/,加强；增强,v.,B2
strictly,/ˈstrɪktli/,严格地,adv.,B2
stroke,/stroʊk/,中风；击打；一划,n.,B2
stunning,/ˈstʌnɪŋ/,惊人的；极漂亮的,adj.,B2
subsequent,/ˈsʌbsəkwənt/,随后的；后来的,adj.,B2
subsequently,/ˈsʌbsəkwəntli/,随后；后来,adv.,B2
suburb,/ˈsʌbɝb/,郊区,n.,B2
suffering,/ˈsʌfərɪŋ/,痛苦；苦难,n.,B2
sufficient,/səˈfɪʃənt/,足够的,adj.,B2
sufficiently,/səˈfɪʃəntli/,充分地；足够地,adv.,B2
super,/ˈsupər/,超级的；极好的,adj.,B2
surgeon,/ˈsɝdʒən/,外科医生,n.,B2
survival,/sərˈvaɪvəl/,生存；幸存,n.,B2
survivor,/sərˈvaɪvər/,幸存者,n.,B2
suspend,/səˈspɛnd/,暂停；悬挂,v.,B2
sustainable,/səˈsteɪnəbəl/,可持续的,adj.,B2
swallow,/ˈswɑloʊ/,吞咽；吞下,v.,B2
sympathetic,/ˌsɪmpəˈθɛtɪk/,同情的；有同情心的,adj.,B2
tag,/tæɡ/,标签；标记,n.,B2
tap,/tæp/,轻拍；水龙头；点击,"v., n.",B2
technological,/ˌtɛknəˈlɑdʒɪkəl/,技术的；科技的,adj.,B2
teen,/tin/,青少年,"n., adj",B2
temple,/ˈtɛmpəl/,寺庙；太阳穴,n.,B2
temporarily,/ˌtɛmpəˈrɛrəli/,暂时地,adv.,B2
tendency,/ˈtɛndənsi/,趋势；倾向,n.,B2
tension,/ˈtɛnʃən/,紧张；张力,n.,B2
terms,/tɝmz/,条款；条件；术语,n.,B2
terribly,/ˈtɛrəbli/,非常；糟糕地,adv.,B2
terrify,/ˈtɛrəˌfaɪ/,使害怕；使恐惧,v.,B2
territory,/ˈtɛrəˌtɔri/,领土；领域,n.,B2
terror,/ˈtɛrər/,恐惧；恐怖,n.,B2
terrorism,/ˈtɛrəˌrɪzəm/,恐怖主义,n.,B2
terrorist,/ˈtɛrərɪst/,恐怖分子；恐怖主义的,n.,B2
testing,/ˈtɛstɪŋ/,测试；检验,n.,B2
textbook,/ˈtɛkstˌbʊk/,教科书,n.,B2
theft,/θɛft/,盗窃,n.,B2
therapist,/ˈθɛrəpɪst/,治疗师,n.,B2
thesis,/ˈθisɪs/,论文；论点,n.,B2
thorough,/ˈθɝoʊ/,彻底的；全面的,adj.,B2
thoroughly,/ˈθɝəli/,彻底地；全面地,adv.,B2
thumb,/θʌm/,拇指,n.,B2
timing,/ˈtaɪmɪŋ/,时机；时间安排,n.,B2
tissue,/ˈtɪʃu/,组织；纸巾,n.,B2
tournament,/ˈtʊrnəmənt/,锦标赛；比赛,n.,B2
trading,/ˈtreɪdɪŋ/,交易；贸易,n.,B2
tragedy,/ˈtrædʒədi/,悲剧,n.,B2
tragic,/ˈtrædʒɪk/,悲惨的；悲剧性的,adj.,B2
trait,/treɪt/,特征；特点,n.,B2
transmit,/trænzˈmɪt/,传输；传播,v.,B2
trap,/træp/,陷阱；困住,"v., n.",B2
treasure,/ˈtrɛʒər/,宝藏；珍惜,n.,B2
tribe,/traɪb/,部落,n.,B2
trillion,/ˈtrɪljən/,万亿；一万亿,number,B2
troop,/trup/,军队；部队,n.,B2
tsunami,/tsuˈnɑmi/,海啸,n.,B2
ultimate,/ˈʌltəmət/,最终的；终极的,adj.,B2
unacceptable,/ˌʌnəkˈsɛptəbəl/,不可接受的,adj.,B2
uncertainty,/ʌnˈsɝtənti/,不确定性,n.,B2
undergo,/ˌʌndərˈɡoʊ/,经历；经受,v.,B2
undertake,/ˌʌndərˈteɪk/,承担；着手做,v.,B2
unfold,/ʌnˈfoʊld/,展开；逐渐显现,v.,B2
unfortunate,/ʌnˈfɔrtʃənət/,不幸的,adj.,B2
unite,/juˈnaɪt/,团结；联合,v.,B2
unity,/ˈjunəti/,团结；统一,n.,B2
universal,/ˌjunəˈvɝsəl/,普遍的；全世界的,adj.,B2
urgent,/ˈɝdʒənt/,紧急的,adj.,B2
usage,/ˈjusɪdʒ/,使用；用法,n.,B2
useless,/ˈjusləs/,无用的,adj.,B2
valid,/ˈvælɪd/,有效的；合理的,adj.,B2
variation,/ˌvɛriˈeɪʃən/,变化；变体,n.,B2
vertical,/ˈvɝtɪkəl/,垂直的,adj.,B2
viewpoint,/ˈvjuˌpɔɪnt/,观点；看法,n.,B2
visa,/ˈvizə/,签证,n.,B2
visible,/ˈvɪzəbəl/,可见的；明显的,adj.,B2
voluntary,/ˈvɑlənˌtɛri/,自愿的,adj.,B2
voting,/ˈvoʊtɪŋ/,投票；表决,n.,B2
wander,/ˈwɑndər/,漫步；徘徊,v.,B2
warming,/ˈwɔrmɪŋ/,变暖；加热,n.,B2
weekly,/ˈwikli/,每周的；每周,adj.,B2
weird,/wɪrd/,奇怪的；怪异的,adj.,B2
welfare,/ˈwɛlˌfɛr/,福利；福祉,n.,B2
wheat,/wit/,小麦,n.,B2
whoever,/huˈɛvər/,无论谁；任何人,pron.,B2
widespread,/ˈwaɪdˌsprɛd/,广泛的；普遍的,adj.,B2
wisdom,/ˈwɪzdəm/,智慧,n.,B2
withdraw,/wɪðˈdrɔ/,撤回；退出；取款,v.,B2
wolf,/wʊlf/,狼,n.,B2
workforce,/ˈwɝkˌfɔrs/,劳动力；员工,n.,B2
workplace,/ˈwɝkˌpleɪs/,工作场所,n.,B2
workshop,/ˈwɝkˌʃɑp/,研讨会；车间,n.,B2
worm,/wɝm/,蠕虫；虫子,n.,B2
wrist,/rɪst/,手腕,n.,B2
abolish,/əˈbɑlɪʃ/,废除；取消,v.,C1
abortion,/əˈbɔrʃən/,堕胎；流产,n.,C1
absence,/ˈæbsəns/,缺席；缺乏,n.,C1
absent,/ˈæbsənt/,缺席的；不在的,adj.,C1
absurd,/əbˈsɝd/,荒谬的；不合理的,adj.,C1
abuse,/əˈbjus/,滥用；虐待,"n., v.",C1
academy,/əˈkædəmi/,学院；研究院,n.,C1
accelerate,/əkˈsɛləˌreɪt/,加速；促进,v.,C1
acceptance,/əkˈsɛptəns/,接受；认可,n.,C1
accessible,/əkˈsɛsəbəl/,可获得的；易接近的,adj.,C1
accomplishment,/əˈkɑmplɪʃmənt/,成就；完成,n.,C1
accordingly,/əˈkɔrdɪŋli/,相应地；因此,adv.,C1
accountability,/əˌkaʊntəˈbɪləti/,责任；问责,n.,C1
accountable,/əˈkaʊntəbəl/,负有责任的,adj.,C1
accumulate,/əˈkjumjəˌleɪt/,积累；积聚,v.,C1
accumulation,/əˌkjumjəˈleɪʃən/,积累；积聚,n.,C1
accusation,/ˌækjəˈzeɪʃən/,指控；控告,n.,C1
accused,/əˈkjuzd/,被告；被指控的,n.,C1
acid,/ˈæsɪd/,酸；酸性的,adj.,C1
acquisition,/ˌækwəˈzɪʃən/,获得；收购,n.,C1
activation,/ˌæktəˈveɪʃən/,激活；启动,n.,C1
activist,/ˈæktəvɪst/,活动人士,n.,C1
acute,/əˈkjut/,严重的；急性的；敏锐的,adj.,C1
adaptation,/ˌædæpˈteɪʃən/,适应；改编,n.,C1
adhere,/ədˈhɪr/,遵守；坚持,v.,C1
adjacent,/əˈdʒeɪsənt/,邻近的,adj.,C1
adjustment,/əˈdʒʌstmənt/,调整,n.,C1
administer,/ədˈmɪnəstər/,管理；实施,v.,C1
administrative,/ədˈmɪnəˌstreɪtɪv/,行政的；管理的,adj.,C1
administrator,/ədˈmɪnəˌstreɪtər/,管理员；行政人员,n.,C1
admission,/ədˈmɪʃən/,准许进入；入场费；承认,n.,C1
adolescent,/ˌædəˈlɛsənt/,青少年,n.,C1
adoption,/əˈdɑpʃən/,采用；收养,n.,C1
adverse,/ˈædvɝs/,不利的；有害的,adj.,C1
advocate,/ˈædvəˌkeɪt/,提倡；倡导者,"n., v.",C1
aesthetic,/ɛsˈθɛtɪk/,美学的；审美的,adj.,C1
affection,/əˈfɛkʃən/,喜爱；感情,n.,C1
aftermath,/ˈæftərˌmæθ/,后果；余波,n.,C1
aggression,/əˈɡrɛʃən/,侵略；攻击,n.,C1
agricultural,/ˌæɡrəˈkʌltʃərəl/,农业的,adj.,C1
aide,/eɪd/,助手；助理,n.,C1
alert,/əˈlɝt/,警觉的；警报,"v., n., adj.",C1
alien,/ˈeɪliən/,外国人；外星人；陌生的,adj.,C1
align,/əˈlaɪn/,使一致；排列,v.,C1
alignment,/əˈlaɪnmənt/,一致；排列,n.,C1
alike,/əˈlaɪk/,相似的；相同地,"adv., adj.",C1
allegation,/ˌæləˈɡeɪʃən/,指控；声称,n.,C1
allege,/əˈlɛdʒ/,声称；断言,v.,C1
allegedly,/əˈlɛdʒədli/,据称,adv.,C1
alliance,/əˈlaɪəns/,联盟；同盟,n.,C1
allocate,/ˈæləˌkeɪt/,分配,v.,C1
allocation,/ˌæləˈkeɪʃən/,分配；配置,n.,C1
allowance,/əˈlaʊəns/,津贴；限额,n.,C1
ally,/ˈælaɪ/,盟友；结盟,n.,C1
aluminum,/əˈlumənəm/,铝,n.,C1
amateur,/ˈæmətʃər/,业余爱好者；业余的,"adj., n.",C1
ambassador,/æmˈbæsədər/,大使,n.,C1
amend,/əˈmɛnd/,修改；修订,v.,C1
amendment,/əˈmɛndmənt/,修正案；修改,n.,C1
amid,/əˈmɪd/,在……之中,prep.,C1
analogy,/əˈnælədʒi/,类比；相似,n.,C1
anchor,/ˈæŋkər/,锚；主持人；固定,n.,C1
angel,/ˈeɪndʒəl/,天使,n.,C1
anonymous,/əˈnɑnəməs/,匿名的,adj.,C1
apparatus,/ˌæpəˈrætəs/,设备；器械,n.,C1
apparel,/əˈpærəl/,服装,n.,C1
appealing,/əˈpilɪŋ/,有吸引力的；恳求的,adj.,C1
appetite,/ˈæpəˌtaɪt/,食欲；欲望,n.,C1
applaud,/əˈplɔd/,鼓掌；称赞,v.,C1
applicable,/ˈæplɪkəbəl/,适用的,adj.,C1
appoint,/əˈpɔɪnt/,任命；指定,v.,C1
appreciation,/əˌpriʃiˈeɪʃən/,欣赏；感激；增值,n.,C1
arbitrary,/ˈɑrbəˌtrɛri/,任意的；武断的,adj.,C1
architectural,/ˌɑrkəˈtɛktʃərəl/,建筑的,adj.,C1
archive,/ˈɑrkaɪv/,档案；存档,n.,C1
arena,/əˈrinə/,竞技场；领域,n.,C1
array,/əˈreɪ/,数组；排列；大量,n.,C1
articulate,/ɑrˈtɪkjəˌleɪt/,清晰表达；善于表达的,v.,C1
ash,/æʃ/,灰；灰烬,n.,C1
aspiration,/ˌæspəˈreɪʃən/,抱负；渴望,n.,C1
evident,/ˈɛvədənt/,明显的；显而易见的,adj.,C1
evolution,/ˌɛvəˈluʃən/,进化；演变,n.,C1
evolve,/ɪˈvɑlv/,发展；进化,v.,C1
exceed,/ɪkˈsid/,超过；超出,v.,C1
exception,/ɪkˈsɛpʃən/,例外,n.,C1
excessive,/ɪkˈsɛsɪv/,过度的；过多的,adj.,C1
exclude,/ɪkˈsklud/,排除；不包括,v.,C1
exotic,/ɪɡˈzɑtɪk/,异国的；奇异的,adj.,C1
expansion,/ɪkˈspænʃən/,扩张；扩大,n.,C1
expedition,/ˌɛkspəˈdɪʃən/,远征；探险,n.,C1
expertise,/ˌɛkspɝˈtiz/,专业知识；专长,n.,C1
exploit,/ɪkˈsplɔɪt/,利用；开发,v.,C1
exposure,/ɪkˈspoʊʒər/,暴露；曝光,n.,C1
extension,/ɪkˈstɛnʃən/,扩展；延期,n.,C1
extensive,/ɪkˈstɛnsɪv/,广泛的；大量的,adj.,C1
extensively,/ɪkˈstɛnsɪvli/,广泛地；大量地,adv.,C1
fabric,/ˈfæbrɪk/,织物；布料,n.,C1
fabulous,/ˈfæbjələs/,极好的；难以置信的,adj.,C1
faculty,/ˈfækəlti/,学院；全体教师,n.,C1
failed,/feɪld/,失败的；未成功的,adj.,C1
fake,/feɪk/,假的；伪造,adj.,C1
fame,/feɪm/,名声；声誉,n.,C1
fantasy,/ˈfæntəsi/,幻想；想象,n.,C1
fare,/fɛr/,费用；车费,n.,C1
firefighter,/ˈfaɪərˌfaɪtər/,消防员,n.,C1
firework,/ˈfaɪərˌwɝk/,烟花,n.,C1
firmly,/ˈfɝmli/,坚定地；牢固地,adv.,C1
flavor,/ˈfleɪvər/,味道；风味,n.,C1
fond,/fɑnd/,喜爱的；喜欢的,adj.,C1
fool,/ful/,傻瓜；愚弄,n.,C1
forbid,/fərˈbɪd/,禁止,v.,C1
forecast,/ˈfɔrˌkæst/,预测；预报,"n., v.",C1
format,/ˈfɔrˌmæt/,格式；形式,n.,C1
formation,/fɔrˈmeɪʃən/,形成；编队,n.,C1
formerly,/ˈfɔrmərli/,以前；从前,adv.,C1
fortunate,/ˈfɔrtʃənət/,幸运的,adj.,C1
forum,/ˈfɔrəm/,论坛；讨论会,n.,C1
fossil,/ˈfɑsəl/,化石,n.,C1
foundation,/faʊnˈdeɪʃən/,基础；基金会,n.,C1
founder,/ˈfaʊndər/,创始人；创办者,n.,C1
fraction,/ˈfrækʃən/,部分；分数,n.,C1
fragment,/ˈfræɡmənt/,碎片；片段,n.,C1
framework,/ˈfreɪmˌwɝk/,框架,n.,C1
fraud,/frɔd/,欺诈；骗子,n.,C1
freely,/ˈfrili/,自由地；免费地,adv.,C1
frequent,/ˈfrikwənt/,频繁的,adj.,C1
fulfill,/fʊlˈfɪl/,实现；履行,v.,C1
full-time,/ˌfʊl ˈtaɪm/,全职的,adj./adv.,C1
fundamentally,/ˌfʌndəˈmɛntəli/,根本上；基本上,adv.,C1
furious,/ˈfjʊriəs/,愤怒的；狂怒的,adj.,C1
gallon,/ˈɡælən/,加仑,n.,C1
gaming,/ˈɡeɪmɪŋ/,游戏；赌博,n.,C1
gay,/ɡeɪ/,同性恋的；快乐的,adj.,C1
gender,/ˈdʒɛndər/,性别,n.,C1
gene,/dʒin/,基因,n.,C1
genetic,/dʒəˈnɛtɪk/,遗传的；基因的,adj.,C1
genius,/ˈdʒinjəs/,天才；天赋,n.,C1
genuine,/ˈdʒɛnjuən/,真正的；真诚的,adj.,C1
genuinely,/ˈdʒɛnjuənli/,真正地；真诚地,adv.,C1
gesture,/ˈdʒɛstʃər/,手势；姿态,n.,C1
globalization,/ˌɡloʊbələˈzeɪʃən/,全球化,n.,C1
globe,/gloʊb/,地球；球体,n.,C1
golden,/ˈɡoʊldən/,金色的；黄金的,adj.,C1
goodness,/ˈɡʊdnəs/,善良；美好,n.,C1
gorgeous,/ˈɡɔrdʒəs/,漂亮的；华丽的,adj.,C1
graphic,/ˈɡræfɪk/,图表；图形的,adj.,C1
graphics,/ˈɡræfɪks/,图形；图像,n.,C1
greatly,/ˈɡreɪtli/,非常；大大地,adv.,C1
greenhouse,/ˈɡrinˌhaʊs/,温室,n.,C1
guideline,/ˈɡaɪdˌlaɪn/,指导方针；准则,n.,C1
habitat,/ˈhæbəˌtæt/,栖息地；生活环境,n.,C1
harbor,/ˈhɑrbər/,港口；窝藏,n.,C1
headquarters,/ˈhɛdˌkwɔrtərz/,总部,n.,C1
heal,/hil/,治愈；康复,v.,C1
healthcare,/ˈhɛlθˌkɛr/,医疗保健,n.,C1
helmet,/ˈhɛlmət/,头盔,n.,C1
hence,/hɛns/,因此；从此,adv.,C1
herb,/ɝb/,草药；香草,n.,C1
hidden,/ˈhɪdən/,隐藏的,adj.,C1
hilarious,/hɪˈlɛriəs/,非常滑稽的,adj.,C1
hip,/hɪp/,臀部；髋部,n.,C1
historian,/hɪˈstɔriən/,历史学家,n.,C1
homeless,/ˈhoʊmləs/,无家可归的,adj.,C1
honesty,/ˈɑnəsti/,诚实,n.,C1
honey,/ˈhʌni/,蜂蜜；亲爱的,n.,C1
hopefully,/ˈhoʊpfəli/,希望如此；有希望地,adv.,C1
hunger,/ˈhʌŋɡər/,饥饿；渴望,n.,C1
hypothesis,/haɪˈpɑθəsɪs/,假设,n.,C1
icon,/ˈaɪkɑn/,图标；偶像,n.,C1
ID,/ˌaɪˈdi/,身份证明；身份,n.,C1
identical,/aɪˈdɛntɪkəl/,完全相同的,adj.,C1
illusion,/ɪˈluʒən/,幻觉；错觉,n.,C1
immigration,/ˌɪməˈɡreɪʃən/,移民；移居,n.,C1
immune,/ɪˈmjun/,免疫的,adj.,C1
implement,/ˈɪmpləˌmɛnt/,实施；工具,v.,C1
implication,/ˌɪmpləˈkeɪʃən/,含义；影响,n.,C1
incentive,/ɪnˈsɛntɪv/,激励；刺激,n.,C1
incorporate,/ɪnˈkɔrpəˌreɪt/,包含；合并,v.,C1
incorrect,/ˌɪnkəˈrɛkt/,不正确的,adj.,C1
independence,/ˌɪndɪˈpɛndəns/,独立,n.,C1
index,/ˈɪndɛks/,指数；索引,n.,C1
indication,/ˌɪndəˈkeɪʃən/,迹象；指示,n.,C1
inevitable,/ɪnˈɛvətəbəl/,不可避免的,adj.,C1
inevitably,/ɪnˈɛvətəbli/,不可避免地,adv.,C1
infer,/ɪnˈfɝ/,推断,v.,C1
inflation,/ɪnˈfleɪʃən/,通货膨胀,n.,C1
info,/ˈɪnfoʊ/,信息,n.,C1
infrastructure,/ˈɪnfrəˌstrʌktʃər/,基础设施,n.,C1
inhabitant,/ɪnˈhæbətənt/,居民,n.,C1
inherit,/ɪnˈhɛrɪt/,继承,v.,C1
ink,/ɪŋk/,墨水,n.,C1
innovation,/ˌɪnəˈveɪʃən/,创新,n.,C1
innovative,/ˈɪnəˌveɪtɪv/,创新的,adj.,C1
input,/ˈɪnˌpʊt/,输入；投入,n.,C1
insert,/ɪnˈsɝt/,插入,v.,C1
inspector,/ɪnˈspɛktər/,检查员,n.,C1
installation,/ˌɪnstəˈleɪʃən/,安装；设施,n.,C1
instant,/ˈɪnstənt/,瞬间；即时的,adj.,C1
instantly,/ˈɪnstəntli/,立即地,adv.,C1
integrate,/ˈɪntəˌɡreɪt/,整合；融入,v.,C1
interact,/ˌɪntərˈækt/,互动；相互作用,v.,C1
interaction,/ˌɪntərˈækʃən/,互动；相互作用,n.,C1
interpretation,/ɪnˌtɝprəˈteɪʃən/,解释；诠释,n.,C1
interval,/ˈɪntərvəl/,间隔,n.,C1
invade,/ɪnˈveɪd/,入侵,v.,C1
invasion,/ɪnˈveɪʒən/,入侵,n.,C1
investor,/ɪnˈvɛstər/,投资者,n.,C1
isolate,/ˈaɪsəˌleɪt/,隔离；孤立,v.,C1
isolated,/ˈaɪsəˌleɪtɪd/,孤立的；隔离的,adj.,C1
jail,/dʒeɪl/,监狱；监禁,"n., v.",C1
jet,/dʒɛt/,喷气式飞机；喷射,n.,C1
joint,/dʒɔɪnt/,联合的；关节,"adj., n.",C1
journalism,/ˈdʒɝnəˌlɪzəm/,新闻业,n.,C1
jury,/ˈdʒʊri/,陪审团,n.,C1
kindergarten,/ˈkɪndərˌɡɑrtən/,幼儿园,n.,C1
kit,/kɪt/,工具包；套件,n.,C1
ladder,/ˈlædər/,梯子；阶梯,n.,C1
landing,/ˈlændɪŋ/,着陆；登陆,n.,C1
lane,/leɪn/,车道；小路,n.,C1
lately,/ˈleɪtli/,最近,adv.,C1
legend,/ˈlɛdʒənd/,传说；传奇,n.,C1
lens,/lɛnz/,镜头；透镜,n.,C1
lifetime,/ˈlaɪfˌtaɪm/,一生；终身,n.,C1
lighting,/ˈlaɪtɪŋ/,照明；灯光,n.,C1
likewise,/ˈlaɪkˌwaɪz/,同样地；也,adv.,C1
limitation,/ˌlɪməˈteɪʃən/,限制,n.,C1
literally,/ˈlɪtərəli/,字面上；确实,adv.,C1
literary,/ˈlɪtəˌrɛri/,文学的,adj.,C1
litter,/ˈlɪtər/,垃圾；乱扔,n.,C1
logo,/ˈloʊɡoʊ/,标志；徽标,n.,C1
lottery,/ˈlɑtəri/,彩票；抽奖,n.,C1
loyal,/ˈlɔɪəl/,忠诚的,adj.,C1
lyric,/ˈlɪrɪk/,歌词；抒情诗,n.,C1
makeup,/ˈmeɪkˌʌp/,化妆品；组成,n.,C1
making,/ˈmeɪkɪŋ/,制作；形成,n.,C1
manufacture,/ˌmænjəˈfæktʃər/,制造；生产,v.,C1
manufacturing,/ˌmænjəˈfæktʃərɪŋ/,制造业；生产,n.,C1
marathon,/ˈmɛrəˌθɑn/,马拉松；持久的活动,n.,C1
margin,/ˈmɑrdʒən/,边缘；利润；余地,n.,C1
marker,/ˈmɑrkər/,标记；标志物,n.,C1
martial,/ˈmɑrʃəl/,军事的；武术的,adj.,C1
mate,/meɪt/,伙伴；配偶,"n., v.",C1
mechanic,/məˈkænɪk/,机械师,n.,C1
mechanical,/məˈkænɪkəl/,机械的,adj.,C1
mechanism,/ˈmɛkəˌnɪzəm/,机制；机械装置,n.,C1
medal,/ˈmɛdəl/,奖牌,n.,C1
medication,/ˌmɛdəˈkeɪʃən/,药物；药品,n.,C1
membership,/ˈmɛmbərˌʃɪp/,会员资格；成员,n.,C1
memorable,/ˈmɛmərəbəl/,难忘的,adj.,C1
metaphor,/ˈmɛtəˌfɔr/,隐喻；比喻,n.,C1
miner,/ˈmaɪnər/,矿工,n.,C1
miserable,/ˈmɪzərəbəl/,痛苦的；悲惨的,adj.,C1
mode,/moʊd/,模式；方式,n.,C1
modest,/ˈmɑdəst/,谦虚的；适度的,adj.,C1
monster,/ˈmɑnstər/,怪物,n.,C1
monthly,/ˈmʌnθli/,每月的；每月,adj.,C1
monument,/ˈmɑnjəmənt/,纪念碑；历史遗迹,n.,C1
moreover,/mɔrˈoʊvər/,此外；而且,adv.,C1
mortgage,/ˈmɔrɡɪdʒ/,抵押贷款,n.,C1
mosque,/mɑsk/,清真寺,n.,C1
mosquito,/məˈskitoʊ/,蚊子,n.,C1
motion,/ˈmoʊʃən/,运动；动作；动议,n.,C1
motivate,/ˈmoʊtəˌveɪt/,激励；促使,v.,C1
motivation,/ˌmoʊtəˈveɪʃən/,动机；动力,n.,C1
moving,/ˈmuvɪŋ/,感人的；移动的,adj.,C1
myth,/mɪθ/,神话；错误观念,n.,C1
naked,/ˈneɪkɪd/,裸体的；裸露的,adj.,C1
nasty,/ˈnæsti/,讨厌的；恶劣的,adj.,C1
navigation,/ˌnævəˈɡeɪʃən/,导航；航行,n.,C1
nearby,/ˌnɪrˈbaɪ/,附近的；在附近,"adj., adv.",C1
necessity,/nəˈsɛsəti/,必要性；必需品,n.,C1
negotiate,/nɪˈɡoʊʃiˌeɪt/,谈判；协商,v.,C1
negotiation,/nɪˌɡoʊʃiˈeɪʃən/,谈判；协商,n.,C1
neutral,/ˈnutrəl/,中立的,adj.,C1
newly,/ˈnuli/,最近；新近,adv.,C1
nickel,/ˈnɪkəl/,镍；五分硬币,n.,C1
norm,/nɔrm/,标准；规范,n.,C1
notebook,/ˈnoʊtˌbʊk/,笔记本,n.,C1
novelist,/ˈnɑvəlɪst/,小说家,n.,C1
nowadays,/ˈnaʊəˌdeɪz/,如今,adv.,C1
nursing,/ˈnɝsɪŋ/,护理；护理学,adj.,C1
nutrition,/nuˈtrɪʃən/,营养,n.,C1
obesity,/oʊˈbisəti/,肥胖,n.,C1
observer,/əbˈzɝvər/,观察者；观察员,n.,C1
obstacle,/ˈɑbstəkəl/,障碍；阻碍,n.,C1
occupation,/ˌɑkjəˈpeɪʃən/,职业；占领,n.,C1
occupy,/ˈɑkjəˌpaɪ/,占据；占用,v.,C1
offender,/əˈfɛndər/,罪犯；违法者,n.,C1
ongoing,/ˈɑnˌɡoʊɪŋ/,持续进行的,adj.,C1
openly,/ˈoʊpənli/,公开地,adv.,C1
opera,/ˈɑpərə/,歌剧,n.,C1
operator,/ˈɑpəˌreɪtər/,操作员；运营商,n.,C1
optimistic,/ˌɑptəˈmɪstɪk/,乐观的,adj.,C1
orchestra,/ˈɔrkəstrə/,管弦乐队,n.,C1
organic,/ɔrˈɡænɪk/,有机的；有机物,adj.,C1
outfit,/ˈaʊtˌfɪt/,全套服装；装备,n.,C1
output,/ˈaʊtˌpʊt/,输出；产量,n.,C1
outstanding,/aʊtˈstændɪŋ/,杰出的；未解决的,adj.,C1
overcome,/ˌoʊvərˈkʌm/,克服；战胜,v.,C1
overnight,/ˈoʊvərˌnaɪt/,一夜之间；连夜,adv.,C1
ownership,/ˈoʊnərˌʃɪp/,所有权,n.,C1
oxygen,/ˈɑksɪdʒən/,氧气,n.,C1
packet,/ˈpækət/,包；数据包,n.,C1
palm,/pɑm/,手掌；棕榈树,n.,C1
panic,/ˈpænɪk/,恐慌,n.,C1
parade,/pəˈreɪd/,游行；检阅,n.,C1
parallel,/ˈpɛrəˌlɛl/,平行的；相似的,"adj., n.",C1
participation,/pɑrˌtɪsəˈpeɪʃən/,参与,n.,C1
partnership,/ˈpɑrtnərˌʃɪp/,合作关系；伙伴关系,n.,C1
part-time,/ˌpɑrt ˈtaɪm/,兼职的,adj./adv.,C1
passionate,/ˈpæʃənət/,热情的；热爱的,adj.,C1
password,/ˈpæsˌwɝd/,密码,n.,C1
patch,/pætʃ/,补丁；补丁程序；修补,n.,C1
patience,/ˈpeɪʃəns/,耐心,n.,C1
pause,/pɔz/,暂停,"v., n.",C1
peer,/pɪr/,同龄人；同行,n.,C1
penalty,/ˈpɛnəlti/,处罚；罚款,n.,C1
